/Users/steve.westgladly.com/projects/enablement-website/logos/express-fashion-stores-logo.png,Express,Pre-sales,BVA,SK standalone,SK Standalone for ZD value,7/15/2025,Jezzica Bellitti,"Jezzica Belitti, Tejal Desai",BVA Readout_Express,Express - Sidekick Lite Calculator,
/Users/steve.westgladly.com/projects/enablement-website/logos/Movado_watches.svg.png,Movado,Pre-sales,BVA,Hero + SK,Future value of Hero + Sidekick,5/2/2025,"Evan Boritz, Alex Tzeng","Evan Boritz, Alex Tzeng, Tejal Desai",Movado - BVA Readout Template - May 2025,Movado BVA - April 2025 ,
,Netflix,Pre-sales,RFX,Hero + SK,Customer AI RFP Narrative,5/30/2025,"Kristen Miller, Steve West",,Netflix - RFP Narrative - 3.26.2025,,
/Users/steve.westgladly.com/projects/enablement-website/logos/Nordstrom_Logo_2019.svg,Nordstrom,Post-sales,Strategy Session,SK Answers,Review early Answer results,7/3/2025,"Christian Lathrop, Sam De La Cruz",,V2 Nordstrom | Sidekick Answers Early Results,,
/Users/steve.westgladly.com/projects/enablement-website/logos/Nordstrom_Logo_2019.svg,Nordstrom,Post-sales,Strategy Session,"SK Answers, SK Actions",Sidekick Answers progress & future Action value,5/27/2025,Mel MacAlister,"Mel MacAlister, Tejal Desai",Sidekick + Nordstrom | Overview,Nordstrom May 2025 BVA,
/Users/steve.westgladly.com/projects/enablement-website/logos/rei-logo.webp,REI,Post-sales,Executive Business Review,"SK Chat & SMS, SK Email, SK Voice",Sidekick value realized & future value,9/25/2025,Sam De La Cruz,Tejal Desai,REI EBR September 2025,REI Sept 2025 QBR Value Calculations,
/Users/steve.westgladly.com/projects/enablement-website/logos/rei-logo.webp,REI,Post-sales,Quarterly Business Review,"SK Answers, SK Actions",Sidekick Answers progress & future Action value,1/27/2025,Mike Yacobian,Tejal Desai,REI Business Review January 2025,REI - Value Analysis 2025.01,
/Users/steve.westgladly.com/projects/enablement-website/logos/Sephora_logo.svg.webp,Sephora,Pre-sales,RFX,"SK Answers, SK Actions, SK Voice",Sidekick Exec Summary & Cost Savings,5/6/2025,Kristen Miller,Tejal Desai,Sephora Executive Business Value Summary | May 2025,Sephora SK Value May 2025,
/Users/steve.westgladly.com/projects/enablement-website/logos/stockx.png,StockX,Post-sales,Executive Business Review,"SK Answers, Hero + SK",Sidekick progress & strategy,6/25/2025,Reshma Bynum,"Reshma Bynum, Tejal Desai",StockX Business Review - FY2026 Q2,June 2025 - StockX EBR BVA (Value to date),
/Users/steve.westgladly.com/projects/enablement-website/logos/farmers dog.png,The Farmers Dog,Post-sales,Executive Business Review,Hero + SK,Show future value of moving to Sidekick,11/6/2025,Reshma Bynum,Tejal Desai,TFD X GLADLY Nov 2025,TFD Bundle + BVA,
/Users/steve.westgladly.com/projects/enablement-website/logos/tory burch logo.png,Tory Burch,Post-sales,Executive Business Review,"SK Answers, SK Actions, SK Voice, SK Email",Sidekick Answers progress & future value,6/2/2025,Ivan Favelevic,"Ivan Favelevic, Tejal Desai",Tory Burch EBR June 2025,June 2025 EBR- Tory Burch Value Realized to date,
/Users/steve.westgladly.com/projects/enablement-website/logos/tory burch logo.png,Tory Burch,Post-sales,Strategy Session,"SK Answers, SK Actions",Sidekick performance & Actions value,4/3/2025,Ivan Favelevic,Tejal Desai,Tory Burch | Sidekick Actions ROI,Tory BVA April 2025 (Customer version),
/Users/steve.westgladly.com/projects/enablement-website/logos/tory burch logo.png,Tory Burch,Post-sales,BVA,"SK Answers, SK Actions",Sidekick Answers progress & future Action value,1/31/2025,Ivan Favelevic,"Ivan Favelevic, Tejal Desai",Tory Burch Sidekick Strategy Jan 2025,Tory Burch Sidekick BVA - Jan 2025,
/Users/steve.westgladly.com/projects/enablement-website/logos/Ulta_Beauty_logo.svg.png,Ulta,Post-sales,BVA,"SK Answers, SK Actions, SK Voice",Adjusted future Sidekick value & cost ,7/18/2025,Christian Lathrop,Tejal Desai,Sidekick + Ulta | BVA July 2025,Ulta Copy - July 18 2025 Updated Cost & Benefit Analysis,
/Users/steve.westgladly.com/projects/enablement-website/logos/Ulta_Beauty_logo.svg.png,Ulta,Post-sales,Strategy Session,"SK Answers, SK Actions, SK Voice",Future value of Sidekick analysis,4/8/2025,"Christian Lathrop, Mel MacAlister","Tejal Desai, Christian Lathrop",-> Ulta Sidekick Strategy April 2025,Updated ULTA Gladly Sidekick Lite ROI Model 03.12.25,
/Users/steve.westgladly.com/projects/enablement-website/logos/Warby_Parker_logo.png,Warby Parker,Post-sales,"QBR, Strategy Session","SK Answers, SK Actions",Sidekick Answers progress & future Actions value,3/26/2025,"Joe Schiep, Steve Guerrini",,"Warby Parker - Exec Connect - Jan 2025
Warby Parker & Gladly | Strategy Summary | Mar 2025",,
/Users/steve.westgladly.com/projects/enablement-website/logos/westwing.png,West Wing,Pre-sales,"Exec Meeting, BVA","SK Email, SK Chat & SMS",Sidekick future value,9/26/2025,Sal DiSanto,"Sal DiSanto, Alex Tzeng",BVA Readout Westwing ,West Wing BVA Sept 2025,
